# Standard model effective degrees of freedom and auxillary functions F_X(T)
# for transforming the scalar field equation in an expanding universe.
# Derived from Saikawa & Shirai '18, JCAP05(2018)035 [arXiv:1803.01038].
# Columns: log10(T/eV) | g_rho(T) | g_s(T) | 1 + T*gs'(T)/(3*gs(T)) | 4 + T*g'(T)/g(T)
3.30000e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.30227e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.30454e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.30681e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.30908e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.31135e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.31362e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.31589e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.31816e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.32043e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.32270e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.32497e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.32724e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.32951e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.33178e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.33405e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.33632e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.33859e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.34086e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.34313e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.34540e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.34767e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.34994e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.35221e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.35448e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.35675e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.35902e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.36129e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.36356e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.36583e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.36810e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.37037e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.37264e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.37491e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.37718e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.37945e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.38172e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.38399e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.38626e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.38853e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.39080e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.39307e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.39534e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.39761e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.39988e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.40215e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.40442e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.40669e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.40896e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.41123e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.41350e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.41577e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.41804e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.42031e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.42258e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.42485e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.42712e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.42939e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.43166e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.43393e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.43620e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.43847e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.44074e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.44301e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.44528e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.44755e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.44982e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.45209e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
3.45436e+00 3.38300000e+00 3.93100000e+00 1.00000000e+00 4.00000000e+00
